"","team","wins","losses","ties","win_perc","offensive_rating","defensive_rating","rank","overall_rating","power_rating"
"222","San Diego St.",33,16,0,0.673469387755102,0.554194184670373,2.32686347283535,54,0.634690320221029,0.790807220961712
"223","San Jose St.",22,27,0,0.448979591836735,-1.15829846035042,0.952133371115272,102,0.401237444008882,0.608501063962896
"224","Santa Clara",30,18,0,0.625,0.487152784151874,0.534670113552663,175,0.4821411592668,0.671679747622353
"225","Seattle U",27,23,0,0.54,0.476142512936341,0.421024038117348,132,0.4719939564155,0.663755674952428
"226","Seton Hall",29,21,0,0.58,1.75414326401935,-0.178832862002087,171,0.512093259251728,0.695069702507014
"227","SFA",27,29,0,0.482142857142857,-0.133024893239896,-0.0684894837007353,150,0.388909335762724,0.598873896056941
"228","Siena",33,19,1,0.634615384615385,0.0119880440933867,0.916499722985204,249,0.480332630865554,0.670267446056384
"229","SIUE",27,19,0,0.58695652173913,-0.406071529265709,-0.888952374143148,253,0.30208397004763,0.531070924380758
"230","South Alabama",20,31,0,0.392156862745098,-0.105147295353938,-0.0310913017182988,57,0.393948721165518,0.602809212688399
"231","South Carolina",40,14,0,0.740740740740741,1.88463680426546,2.5311706665469,7,0.744806424146877,0.876798210047497
"232","South Carolina St.",13,21,0,0.382352941176471,-1.10890200131987,-1.68196887284581,303,0.187395813528547,0.441509564471564
"233","South Dakota",26,23,0,0.530612244897959,-0.327519792281061,1.2566977364221,196,0.484598929952964,0.67359905029212
"234","South Dakota St.",28,23,0,0.549019607843137,0.76821503787723,0.710858170636949,112,0.51637798274911,0.698415694585948
"235","South Fla.",39,14,1,0.735849056603774,1.52507180844013,1.90183565433146,64,0.66768366928738,0.816572123808063
