"","team","wins","losses","ties","win_perc","offensive_rating","defensive_rating","rank","overall_rating","power_rating"
"236","Southeast Mo. St.",23,17,0,0.575,1.01066112187008,0.869417203760415,264,0.54645355398126,0.721902069651616
"237","Southeastern La.",46,13,0,0.779661016949153,1.15369473144906,2.5997535710739,195,0.699226637354408,0.841204406699324
"238","Southern Ill.",31,19,0,0.62,1.47528020090042,0.580617947715759,110,0.555197530742305,0.728730346201717
"239","Southern Ind.",17,23,0,0.425,-2.60782535855931,0.0557289841824624,241,0.225678161491133,0.471404710126605
"240","Southern Miss.",21,29,0,0.42,0.0479922208192245,-0.301448657858762,55,0.382379970553978,0.593775036286344
"241","Southern U.",20,25,0,0.444444444444444,-2.18204684099963,-0.411840698358505,305,0.216951554141669,0.464589997558778
"242","Southern Utah",18,25,0,0.418604651162791,0.284354136471032,-1.24909193565795,99,0.320771229403461,0.545664029821472
"243","St. Bonaventure",11,35,0,0.239130434782609,-1.687062600119,-3.27419376998903,284,0.0155148767001256,0.307285674995597
"244","St. John&#39;s (NY)",38,15,1,0.716981132075472,0.543801594540313,2.17766457378693,177,0.621653431957403,0.780626558221002
"245","St. Thomas (MN)",32,17,0,0.653061224489796,1.22796918788314,0.383467999614402,185,0.52159732173208,0.7024915391311
"246","Stanford",39,10,0,0.795918367346939,4.23888860417465,1.18859526329855,32,0.799077179966652,0.919178895569372
"247","Stetson",31,26,0,0.543859649122807,0.613140179870458,0.985696474106237,87,0.528180732103111,0.707632603418516
"248","Stonehill",15,34,0,0.306122448979592,-1.70792509327051,-3.01311346705528,286,0.0355906683345446,0.322963101981992
"249","Stony Brook",25,25,0,0.5,0.118820889836817,0.161385881104816,225,0.425527155936737,0.627469191955252
"250","Syracuse",27,20,0,0.574468085106383,-0.177775471894855,1.11075546597338,73,0.483055992301337,0.672394151734772
"251","Tarleton St.",33,19,0,0.634615384615385,0.703915242653819,1.36155020523149,169,0.565550508812968,0.736815111213738
"252","Tennessee",39,13,0,0.75,1.31278979575733,3.7049450611133,23,0.801553330738255,0.921112551468776
"253","Tennessee St.",23,21,0,0.522727272727273,0.698040487219313,-0.478186026922924,237,0.413366891481783,0.61797309528323
"254","Tennessee Tech",19,32,0,0.372549019607843,-0.930708039978813,0.776258572888424,242,0.402682039674486,0.609629166081347
"255","Texas",45,9,0,0.833333333333333,3.2395987849145,2.78817367174092,22,0.860988508477812,0.96752619614109
"256","Texas A&amp;M",43,9,0,0.826923076923077,3.40423837841203,2.48166533087638,1,0.847243561347028,0.95679260172057
"257","Texas Southern",14,24,0,0.368421052631579,-1.45126601535528,-0.843512611359767,301,0.23256646381628,0.476783868205611
"258","Texas St.",34,18,0,0.653846153846154,-0.0326700703196326,2.04819389669342,66,0.570562996169393,0.740729422837488
"259","Texas Tech",42,12,0,0.777777777777778,1.61556579830017,3.04687805950674,38,0.768489120190348,0.895292312039767
"260","Toledo",18,28,0,0.391304347826087,0.464175954298259,-0.977977629298205,184,0.355742376347287,0.572973418802297
"261","Towson",23,29,0,0.442307692307692,-0.256213908097615,-1.70289666385694,278,0.245441143013681,0.486837859936849
"262","Troy",33,23,0,0.589285714285714,0.427468753123033,0.0021601789771424,104,0.434027215037698,0.634106990272848
"263","Tulsa",20,33,0,0.377358490566038,-1.57078524240761,-0.197382550371642,83,0.277491866795065,0.511866655368373
"264","UAB",24,31,0,0.436363636363636,0.132534388057135,-0.583556037774604,80,0.365033341526753,0.580228845182818
"265","UAlbany",21,24,0,0.466666666666667,-1.21330418036643,0.103574031741451,234,0.32737846927754,0.550823702854235
"266","UC Davis",15,35,0,0.3,-1.27385401565555,0.71477101050523,139,0.373555656288106,0.586884023213115
"267","UC Riverside",20,28,0,0.416666666666667,-1.68369311801385,0.0802939307406728,164,0.292484580434546,0.523574645652947
"268","UC San Diego",14,30,0,0.318181818181818,-1.94380355635226,-1.02080427002463,187,0.183414585229031,0.438400575440475
"269","UC Santa Barbara",29,23,0,0.557692307692308,0.420051553178337,-0.121183670646933,158,0.423331847116202,0.625754848910989
"270","UCF",33,21,1,0.611111111111111,0.264403648126884,1.9998311769053,20,0.587397538442075,0.753875719239413
"271","UCLA",47,8,0,0.854545454545454,3.3466527622175,3.13536339573979,29,0.897134725466225,0.995753211443376
"272","UConn",32,16,0,0.666666666666667,1.92538633615767,0.648517889838632,122,0.592350614980291,0.75774363624114
"273","UIC",9,45,0,0.166666666666667,-1.62356328733524,-2.80616241750176,199,0.0585770072253311,0.340913410303932
"274","UIW",27,20,0,0.574468085106383,0.325508216387714,1.51684531170662,138,0.5518362058481,0.726105447190706
"275","ULM",34,21,0,0.618181818181818,1.50871521835108,-0.0568515714013393,123,0.504952254290634,0.689493205902262
"276","UMass Lowell",17,29,0,0.369565217391304,-1.72460050612224,-0.533812651317469,295,0.238955404651653,0.481773068895223
"277","UMBC",19,27,0,0.41304347826087,-0.843545707237749,-1.14863562515923,248,0.249994909181488,0.490393950670851
"278","UMES",6,38,0,0.136363636363636,-3.27507635429604,-4.37540583684235,307,-0.18664798635128,0.149414265361355
"279","UNC Greensboro",36,16,0,0.692307692307692,1.42066024420598,0.479342111946512,142,0.54301387415427,0.719215982331813
"280","UNCW",27,22,0,0.551020408163265,-0.246764619182581,1.04656343547611,205,0.472924367332485,0.664482244020488
"281","UNI",31,17,0,0.645833333333333,0.896222116171974,-0.184268768754955,213,0.451506189769519,0.64775653172781
"282","UNLV",24,25,0,0.489795918367347,0.305293150757913,-0.0839333268986965,103,0.41836052646795,0.621872684864452
"283","USC Upstate",36,14,0,0.72,2.45806429017635,0.780816038404965,229,0.640604452188152,0.795425637699188
"284","UT Arlington",23,26,0,0.469387755102041,0.447854432082491,-0.576484563547319,114,0.387720043442001,0.597945163389102
"285","UT Martin",16,28,0,0.363636363636364,-2.12167794223292,-0.934384111469299,282,0.178075293100796,0.43423105804242
"286","Utah",13,40,0,0.245283018867925,0.145779450517111,-1.1461058875407,14,0.319553398808696,0.544713011272421
"287","Utah St.",25,26,0,0.490196078431373,1.93697948794864,-1.78011054710813,90,0.392809916037341,0.601919906076045
"288","Utah Tech",15,35,0,0.3,0.403990012223852,-2.2902798802834,134,0.243263108822318,0.485137006858138
"289","Utah Valley",16,32,0,0.333333333333333,-0.735130428645886,-1.29046576957291,109,0.245894121031181,0.487191595915241
"290","UTEP",22,28,0,0.44,-0.118710800687115,-0.556116224872526,108,0.349685224563758,0.568243316171177
"291","UTSA",21,34,0,0.381818181818182,-0.862593209197228,-1.17194909856269,89,0.246736435782689,0.487849369628816
"292","Valparaiso",19,30,0,0.387755102040816,-1.6553577622011,-0.604289535817713,245,0.237995091513552,0.481023148823287
"293","Villanova",26,26,1,0.5,0.513316265815901,-0.25174732072434,127,0.419098479765378,0.622448961464173
"294","Virginia",36,16,0,0.692307692307692,1.32158382178977,1.90113565067751,33,0.653361804047098,0.805388007101622
"295","Virginia Tech",40,10,0,0.8,2.56322730659155,2.66762275775628,27,0.803631136743362,0.922735135152157
"296","Wagner",15,26,0,0.365853658536585,-2.14294785747616,-2.0092466205615,289,0.0879119131015398,0.363821390890788
"297","Washington",33,17,0,0.66,1.05333336848165,2.37024418308592,62,0.673257776150771,0.820925010855134
"298","Weber St.",25,29,0,0.462962962962963,-1.21616838423229,-0.824924365427776,181,0.25057982193607,0.490850716071207
"299","West Ga.",12,40,0,0.230769230769231,-1.0922721788603,-2.63976121505821,151,0.109547011957505,0.380716499628435
"300","Western Caro.",22,31,0,0.415094339622642,-0.81229769860334,-0.979831734147476,146,0.266111065568849,0.502979250900358
"301","Western Ill.",11,37,0,0.229166666666667,-1.85854141905048,-3.5827827930354,285,-0.0219629751623174,0.278018770014722
"302","Western Ky.",28,19,0,0.595744680851064,-0.086676251398885,0.625437367759161,82,0.44940482620019,0.64611555165938
"303","Western Mich.",16,36,0,0.307692307692308,-0.541711614620597,-1.49194431610342,176,0.242831132929031,0.484799671690977
"304","Wichita St.",29,24,1,0.547169811320755,0.861773466230034,-0.333054215458414,61,0.4368171262481,0.636285665470125
"305","Winthrop",28,20,0,0.583333333333333,-0.545195873553218,0.643212720234904,194,0.418729884997023,0.622161121379275
"306","Wisconsin",33,20,0,0.622641509433962,0.135933384765925,0.958485151632938,52,0.492484612505668,0.679757074578742
"307","Wofford",28,20,0,0.583333333333333,-0.841272076455498,1.45042709765544,166,0.464567875794695,0.657956559338569
"308","Yale",19,27,0,0.41304347826087,0.613203055176502,-1.39069429472209,202,0.332141207924303,0.554542982708778
"309","Youngstown St.",14,39,0,0.264150943396226,-1.27412973159619,-2.27908931045861,269,0.126553317861952,0.393996928314902
